language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	3616	5125	Й/АЧ-ЙА́ХНУ	j-a-tʃʰ-j-'a-χ-n-u	1. масд. от гл. йач-йа­хва́ 2. хорошее расположение духа; хороший настрой; илул гохъи илъес йач-йахну нам понравилось её хорошее на­строение; ср.: ач-ахну, бач-бахну, рач-рахну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	благорасположение	хорошее расположение духа;			хороший настрой; илул гохъи илъес йач-йахну нам понравилось её хорошее на­строение; ср.: ач-ахну, бач-бахну, рач-рахну
Khwarshi	khva1239	3617	5126	Й/АЧ-Й/АХУ́КIНУ	j-a-tʃʰ-j-a-χ-'u-k’-n-u	масд. от гл. йач-йахыкIва́; ср.: ач-ахукIну, бач-бахукIну, рач-рахукIну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	веселье	масд. от гл. йач-йахыкIва́;			ср.: ач-ахукIну, бач-бахукIну, рач-рахукIну
Khwarshi	khva1239	3618	5127	Й/А́ЧНУ1	j-'a-tʃʰ-n-u	1. масд. от гл. йачва́ 2. благорасположение; ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	разложение	масд. от гл. йачва́			
Khwarshi	khva1239	3618	5128	Й/А́ЧНУ1	j-'a-tʃʰ-n-u	1. масд. от гл. йачва́ 2. благорасположение; ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	благорасположение	благорасположение;			ср.: ачну, бачну, рачну
Khwarshi	khva1239	3619	5129	Й/А́ЧНУ2	j-'a-tʃʰ-n-u	1 масд. от гл. йачва́ 2. 1) распространение (разговоров, напр.); хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	разворачивание	1) распространение (разговоров, напр.);			хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну
Khwarshi	khva1239	3619	5130	Й/А́ЧНУ2	j-'a-tʃʰ-n-u	1 масд. от гл. йачва́ 2. 1) распространение (разговоров, напр.); хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	распространение	распространение (разговоров, напр.);			хабараба рачну кьурали надоело распространение разговоров
Khwarshi	khva1239	3619	5131	Й/А́ЧНУ2	j-'a-tʃʰ-n-u	1 масд. от гл. йачва́ 2. 1) распространение (разговоров, напр.); хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	нахождение	нахождение;			мишзас рачну нахождение телят (повсеместно)
Khwarshi	khva1239	3619	5132	Й/А́ЧНУ2	j-'a-tʃʰ-n-u	1 масд. от гл. йачва́ 2. 1) распространение (разговоров, напр.); хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	разматывание	разматывание (ниток);			кIоморас йачну разматывание клубка ниток
Khwarshi	khva1239	3619	5133	Й/А́ЧНУ2	j-'a-tʃʰ-n-u	1 масд. от гл. йачва́ 2. 1) распространение (разговоров, напр.); хабараба рачну кьурали надоело распространение разговоров 2) нахождение; мишзас рачну нахождение телят (повсеместно) 3) разматывание (ниток); кIоморас йачну разматывание клубка ниток 4) разложение; къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	разложение	разложение;			къай-къонос рачну беспорядочность вещей (разложение повсеместно); ср.: ачну, бачну, рачну
Khwarshi	khva1239	3620	5134	Й/АЧ-Й/АХ/ВА́	j-a-tʃʰ-j-a-χ-w-'a	(йач-йа́хвше, йач-йахви́, йач-йаху́н, йач-йа̄хв, йа́ч-йахва) 1) быть в благом расположении духа (изменив плохое настроение на хорошее) гьобийе йу ач-ахви теперь у него улучшилось настроение 2) чувствовать себя раскованно (общаться, быть в расположении духа); лагеркьо къала бач-бахви в детском лагере дети почувствовали себя раскованно; дети начали общаться друг с другом; ср.: ач-ахва, бач-бахва, рач-рахва	(йач-йа́хвше, йач-йахви́, йач-йаху́н, йач-йа̄хв, йа́ч-йахва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	улучшить настроение	быть в благом расположении духа (изменив плохое настроение на хорошее) гьобийе йу ач-ахви теперь у него улучшилось настроение			
Khwarshi	khva1239	3620	5135	Й/АЧ-Й/АХ/ВА́	j-a-tʃʰ-j-a-χ-w-'a	(йач-йа́хвше, йач-йахви́, йач-йаху́н, йач-йа̄хв, йа́ч-йахва) 1) быть в благом расположении духа (изменив плохое настроение на хорошее) гьобийе йу ач-ахви теперь у него улучшилось настроение 2) чувствовать себя раскованно (общаться, быть в расположении духа); лагеркьо къала бач-бахви в детском лагере дети почувствовали себя раскованно; дети начали общаться друг с другом; ср.: ач-ахва, бач-бахва, рач-рахва	(йач-йа́хвше, йач-йахви́, йач-йаху́н, йач-йа̄хв, йа́ч-йахва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	общаться	чувствовать себя раскованно (общаться, быть в расположении духа);			лагеркьо къала бач-бахви в детском лагере дети почувствовали себя раскованно; дети начали общаться друг с другом; ср.: ач-ахва, бач-бахва, рач-рахва
