language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	examples	meaning	noun_class	dialect
Khwarshi	khva1239	495	685	БАЙАНА́Б	b-a-j-a-n-'a-b	(мн. -тIа) ясный; понятный; явный; йу байанаб хабар голи это понятный разговор (есть); ср.: байанар	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022		понятный; явный; йу байанаб хабар голи это понятный разговор (есть); ср.: байанар	ясный;		
Khwarshi	khva1239	496	686	БАЙАНЛЪА́	b-a-j-a-n-ɬ-'a	(байаны́лълъе, байанлъи́, байанлъы́н, байанлъвй, ба́йанлъа) 1) выясниться; выясняться; объясняться; объясниться; разъясняться; разъясниться 2) доходить (дойти) до сознания; пони́ать; понять; дил байанлъа къвечче дуду лечу я хочу выяснить (понять) как было; хварш. булгьа	(байаны́лълъе, байанлъи́, байанлъы́н, байанлъвй, ба́йанлъа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			выясниться;		
Khwarshi	khva1239	496	687	БАЙАНЛЪА́	b-a-j-a-n-ɬ-'a	(байаны́лълъе, байанлъи́, байанлъы́н, байанлъвй, ба́йанлъа) 1) выясниться; выясняться; объясняться; объясниться; разъясняться; разъясниться 2) доходить (дойти) до сознания; пони́ать; понять; дил байанлъа къвечче дуду лечу я хочу выяснить (понять) как было; хварш. булгьа	(байаны́лълъе, байанлъи́, байанлъы́н, байанлъвй, ба́йанлъа)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			доходить (дойти) до сознания;		
Khwarshi	khva1239	497	688	БАЙАНЛЪАКIВА́	b-a-j-a-n-ɬ-a-k’-w-'a	(байанлъа́кIвше, байанлъакIви́, байанлъакIу́н, байанлъакIввй, ба́йанлъакIва) выяснить, выяснять; объяснить, объяснять; разъяснить, разъяснять; учитири голлуч байанлъакIви учитель разъяснил все; учитель выяснил все; см. булгьалакIа́	(байанлъа́кIвше, байанлъакIви́, байанлъакIу́н, байанлъакIввй, ба́йанлъакIва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022		объяснить, объяснять; разъяснить, разъяснять; учитири голлуч байанлъакIви учитель разъяснил все; учитель выяснил все; см. булгьалакIа́	(байанлъа́кIвше, байанлъакIви́, байанлъакIу́н, байанлъакIввй, ба́йанлъакIва) выяснить, выяснять;		
Khwarshi	khva1239	498	689	БАЙАНЛЪАХКIВА́	b-a-j-a-n-ɬ-a-χ-k’-w-'a	(байанлъаху́кIше, байанлъахкIви́, байанлъахкIу́н, байанлъахкIввй, ба́йанлъахкIва) понуд. от гл. байанлъакIва́	(байанлъаху́кIше, байанлъахкIви́, байанлъахкIу́н, байанлъахкIввй, ба́йанлъахкIва)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(байанлъаху́кIше, байанлъахкIви́, байанлъахкIу́н, байанлъахкIввй, ба́йанлъахкIва) понуд. от гл. байанлъакIва́		
Khwarshi	khva1239	499	690	БАЙАНЛЪАХУ́КIНУ	b-a-j-a-n-ɬ-a-χ-'u-k’-n-u	понуд. масд. от гл. байанлъахкIва́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. байанлъахкIва́		
Khwarshi	khva1239	500	691	БАЙА́НЛЪ/И	b-a-j-'a-n-ɬ-i	IV (-и́, -и́бо, -иза́) ясность, определённость; дил голлуч баянлъи мне всё стало ясно; см. байан	IV (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022		дил голлуч баянлъи мне всё стало ясно; см. байан	ясность, определённость;	IV	
Khwarshi	khva1239	501	692	БАЙБИ́ХЬ/И	b-a-j-b-'i-x-i	IV (-и́, -и́бо, -иза́)         1) начало; богу байбихьи хорошее начало; байбихьи бийа начать, начинать; де гьенше цIалида байбихьи бийи я начала читать книгу 2) зачин чего-л.	IV (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			начало;		
Khwarshi	khva1239	501	693	БАЙБИ́ХЬ/И	b-a-j-b-'i-x-i	IV (-и́, -и́бо, -иза́)         1) начало; богу байбихьи хорошее начало; байбихьи бийа начать, начинать; де гьенше цIалида байбихьи бийи я начала читать книгу 2) зачин чего-л.	IV (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022			зачин чего-л.		
Khwarshi	khva1239	502	694	БАЙБИХЬИДА́	b-a-j-b-i-x-i-d-'a	(байбихьи́дше//байбихьи́шше, байбихьиди́, байбихьиди́н, байбихьидфй, ба́йбихьидо) 1. начинаться; начаться; энсо йола байбихьиди снег начал идти 2. начинать; начать что-л.; приступать; приступить к че́у-л.; цIалида байбихьида начинать учиться	(байбихьи́дше//байбихьи́шше, байбихьиди́, байбихьиди́н, байбихьидфй, ба́йбихьидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			начинаться;		
Khwarshi	khva1239	502	695	БАЙБИХЬИДА́	b-a-j-b-i-x-i-d-'a	(байбихьи́дше//байбихьи́шше, байбихьиди́, байбихьиди́н, байбихьидфй, ба́йбихьидо) 1. начинаться; начаться; энсо йола байбихьиди снег начал идти 2. начинать; начать что-л.; приступать; приступить к че́у-л.; цIалида байбихьида начинать учиться	(байбихьи́дше//байбихьи́шше, байбихьиди́, байбихьиди́н, байбихьидфй, ба́йбихьидо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			начинать;		
Khwarshi	khva1239	503	696	БАЙБИХЬИ́ДНУ	b-a-j-b-i-x-'i-d-n-u	1. масд. от гл. байбихьида́ 2. начало, начинание; хварш. байбихьидану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			масд. от гл. байбихьида́		
Khwarshi	khva1239	503	697	БАЙБИХЬИ́ДНУ	b-a-j-b-i-x-'i-d-n-u	1. масд. от гл. байбихьида́ 2. начало, начинание; хварш. байбихьидану		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			начало, начинание;		
Khwarshi	khva1239	504	698	БАЙБИХЬИДОКIА́	b-a-j-b-i-x-i-d-o-k’-'a	(байбихьидо́кIше, байбихьидокIи́, байбихьидокIу́н, байбихьидокIфй, ба́йбихьидокIо) понуд. от гл. байбихьида́	(байбихьидо́кIше, байбихьидокIи́, байбихьидокIу́н, байбихьидокIфй, ба́йбихьидокIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(байбихьидо́кIше, байбихьидокIи́, байбихьидокIу́н, байбихьидокIфй, ба́йбихьидокIо) понуд. от гл. байбихьида́		
Khwarshi	khva1239	505	699	БАЙБИХЬИДО́КIНУ	b-a-j-b-i-x-i-d-'o-k’-n-u	понуд. масд. от гл. байбихьидокIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. байбихьидокIа́		
Khwarshi	khva1239	506	700	БАЙБИХЬИДОХКIА́	b-a-j-b-i-x-i-d-o-χ-k’-'a	(байбихьидоху́кIше, байбихьидохкIи́, байбихьидохкIу́н, байбихьидохкIфй, ба́йбихьидохкIо) понуд. II от гл. байбихьидокIа́	(байбихьидоху́кIше, байбихьидохкIи́, байбихьидохкIу́н, байбихьидохкIфй, ба́йбихьидохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022			(байбихьидоху́кIше, байбихьидохкIи́, байбихьидохкIу́н, байбихьидохкIфй, ба́йбихьидохкIо) понуд. II от гл. байбихьидокIа́	I	
Khwarshi	khva1239	507	701	БАЙБИХЬИДОХУ́КIНУ	b-a-j-b-i-x-i-d-o-χ-'u-k’-n-u	понуд. масд. от гл. байбихьидохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022			понуд. масд. от гл. байбихьидохкIа́		
Khwarshi	khva1239	508	702	БА́ЙБИХЬИКЬО	b-'a-j-b-i-x-i-tɬ’-o	1. форма лок. на -кьо от ба́йбихьи́ 2. в знач. нареч. вначале; в начале чего-л.; в начальной стадии; де байбихьикьоч лихъхъи до йухатев я вначале же предупредила о то́, что не приду		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022			форма лок. на -кьо от ба́йбихьи́		
